,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
85,THE WAY I LOVED YOU (TAYLOR’S VERSION),TAYLOR SWIFT,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,243137,0
86,IF HE WANTED TO HE WOULD,KYLIE MORGAN,0.655,0.617,0,-4.716,1,0.026,0.0998,0,0.211,0.734,90.015,174173,0
87,LOVE STORY (TAYLOR’S VERSION),TAYLOR SWIFT,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97E-06,0.0989,0.416,119.082,235767,0
88,GOOD LOOKING,SUKI WATERHOUSE,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079,214800,0
89,ATTENTION,NEWJEANS,0.811,0.648,10,-3.684,0,0.0368,0.236,0,0.0761,0.695,104.988,180067,0
90,WAIT IN THE TRUCK,HARDY,0.534,0.466,6,-6.98,1,0.0272,0.277,0,0.0979,0.23,140,277660,0
91,EVERY CHANCE I GET,DJ KHALED,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,236524,0
92,SATELLITE,HARRY STYLES,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05E-05,0.0917,0.301,138.984,218577,0
93,"JEALOUSY, JEALOUSY",OLIVIA RODRIGO,0.695,0.575,10,-6.334,0,0.116,0.198,0,0.0614,0.699,163.929,173160,0
94,LEAVE THE DOOR OPEN,BRUNO MARS,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096,0
95,CASH IN CASH OUT,PHARRELL WILLIAMS,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,216136,0
96,OUT OF TIME,THE WEEKND,0.65,0.76,0,-4.422,0,0.0446,0.255,0,0.339,0.838,93.057,214194,1
97,FEARLESS (TAYLOR’S VERSION),TAYLOR SWIFT,0.569,0.741,5,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118,241592,0
98,KEEP DRIVING,HARRY STYLES,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,140242,0
99,THE GOOD I'LL DO,ZACH BRYAN,0.434,0.215,10,-8.478,1,0.0417,0.82,0,0.456,0.187,118.152,211316,0
100,BOYFRIEND,DOVE CAMERON,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773,153000,1
101,THIS IS WHAT FALLING IN LOVE FEELS LIKE,JVKE,0.422,0.44,11,-5.53,1,0.0544,0.617,0,0.0837,0.332,128.934,120308,1
102,DAYLIGHT,HARRY STYLES,0.686,0.445,0,-7.189,1,0.0398,0.484,0.00144,0.175,0.626,145.5,164533,0
103,KARMA,TAYLOR SWIFT,0.649,0.622,8,-7.054,1,0.0582,0.074,0,0.594,0.106,90.024,204852,0
104,NUMB,MARSHMELLO,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,1
105,MUSIC FOR A SUSHI RESTAURANT,HARRY STYLES,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,1
106,YEBBA’S HEARTBREAK,DRAKE,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,133763,0
107,HEART LIKE A TRUCK,LAINEY WILSON,0.587,0.632,9,-5.416,1,0.0311,0.148,1.01E-05,0.158,0.392,139.974,199040,0
108,MONOTONÍA,SHAKIRA,0.873,0.695,0,-4.207,0,0.0459,0.419,1.23E-06,0.211,0.823,131.963,158805,0
109,HAPPIER,OLIVIA RODRIGO,0.395,0.443,6,-9.72,1,0.133,0.765,9.67E-06,0.0839,0.338,168.924,175933,0
110,MASTERMIND,TAYLOR SWIFT,0.662,0.357,4,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966,191039,0
111,CIRCO LOCO,DRAKE,0.734,0.605,1,-8.476,1,0.0699,0.0102,0,0.317,0.252,103.976,236795,0
112,KICK BACK,KENSHI YONEZU,0.577,0.941,1,-5.17,1,0.105,0.00207,3.36E-06,0.0891,0.292,101.921,193495,0
113,ANTIFRAGILE,LE SSERAFIM,0.882,0.797,10,-3.299,0,0.0819,0.0821,0,0.113,0.824,105.025,184444,0
114,I HATE U,SZA,0.533,0.417,7,-8.665,0,0.148,0.514,0,0.114,0.376,106.534,173907,1
115,LEAVE BEFORE YOU LOVE ME,MARSHMELLO,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,0
116,RIGHT WHERE YOU LEFT ME - BONUS TRACK,TAYLOR SWIFT,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,0
117,PEACHES,JUSTIN BIEBER,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082,1
118,BONES,IMAGINE DRAGONS,0.772,0.75,5,-3.67,0,0.0455,0.0201,0,0.074,0.587,114.061,165265,1
119,PARIS,TAYLOR SWIFT,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27E-05,0.137,0.345,110.947,196259,0
120,BROKE BOYS,DRAKE,0.642,0.533,2,-7.45,1,0.266,0.0104,0.000108,0.251,0.112,120.041,225439,0
121,FELIZ CUMPLEAÑOS FERXXO,FEID,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,155960,0
122,MEMORIES,CONAN GRAY,0.34,0.684,11,-6.306,1,0.044,0.00979,0,0.348,0.556,112.969,248819,0
123,ABOUT DAMN TIME,LIZZO,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,191822,1
124,EASY ON ME,ADELE,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695,1
